Category,Prompt,Recommendation
Live Things,Live Things scene showing 1 sparrow,"Background color: sky blue; Number of objects: 1; Object colors: brown, black"
Live Things,Live Things scene showing 4 tigers,"Background color: beige; Number of objects: 4; Object colors: green, orange"
Live Things,Live Things scene showing 4 cats,"Background color: navy blue; Number of objects: 4; Object colors: purple, pink"
Live Things,Live Things scene showing 1 dog,"Background color: midnight black; Number of objects: 1; Object colors: yellow, black"
Live Things,Live Things scene showing 3 eagles,"Background color: beige; Number of objects: 3; Object colors: white, yellow"
Live Things,Live Things scene showing 1 fish,"Background color: midnight black; Number of objects: 1; Object colors: yellow, black"
Live Things,Live Things scene showing 5 sparrows,"Background color: navy blue; Number of objects: 5; Object colors: white, yellow"
Live Things,Live Things scene showing 1 lion,"Background color: sky blue; Number of objects: 1; Object colors: brown, brown"
Live Things,Live Things scene showing 5 fishs,"Background color: sky blue; Number of objects: 5; Object colors: gray, black"
Live Things,Live Things scene showing 1 sparrow,"Background color: beige; Number of objects: 1; Object colors: purple, purple"
Live Things,Live Things scene showing 1 eagle,"Background color: midnight black; Number of objects: 1; Object colors: brown, yellow"
Live Things,Live Things scene showing 5 cats,"Background color: light yellow; Number of objects: 5; Object colors: purple, brown"
Live Things,Live Things scene showing 1 sparrow,"Background color: cloudy gray; Number of objects: 1; Object colors: blue, brown"
Live Things,Live Things scene showing 1 cat,"Background color: beige; Number of objects: 1; Object colors: black, pink"
Live Things,Live Things scene showing 5 dogs,"Background color: navy blue; Number of objects: 5; Object colors: blue, green"
Live Things,Live Things scene showing 5 dogs,"Background color: navy blue; Number of objects: 5; Object colors: brown, pink"
Live Things,Live Things scene showing 3 cats,"Background color: sky blue; Number of objects: 3; Object colors: red, green"
Live Things,Live Things scene showing 2 dogs,"Background color: sunset orange; Number of objects: 2; Object colors: brown, blue"
Live Things,Live Things scene showing 3 cats,"Background color: sunset orange; Number of objects: 3; Object colors: white, white"
Live Things,Live Things scene showing 2 cats,"Background color: sunset orange; Number of objects: 2; Object colors: gray, white"
Live Things,Live Things scene showing 1 dog,"Background color: navy blue; Number of objects: 1; Object colors: pink, red"
Live Things,Live Things scene showing 3 sharks,"Background color: light yellow; Number of objects: 3; Object colors: yellow, purple"
Live Things,Live Things scene showing 3 tigers,"Background color: beige; Number of objects: 3; Object colors: pink, orange"
Live Things,Live Things scene showing 3 eagles,"Background color: sky blue; Number of objects: 3; Object colors: gray, orange"
Live Things,Live Things scene showing 1 deer,"Background color: beige; Number of objects: 1; Object colors: black, gray"
Live Things,Live Things scene showing 2 fishs,"Background color: midnight black; Number of objects: 2; Object colors: pink, green"
Live Things,Live Things scene showing 2 dogs,"Background color: forest green; Number of objects: 2; Object colors: red, yellow"
Live Things,Live Things scene showing 5 tigers,"Background color: cloudy gray; Number of objects: 5; Object colors: purple, orange"
Live Things,Live Things scene showing 4 deers,"Background color: midnight black; Number of objects: 4; Object colors: orange, orange"
Live Things,Live Things scene showing 2 cats,"Background color: light yellow; Number of objects: 2; Object colors: pink, orange"
Live Things,Live Things scene showing 2 sharks,"Background color: light yellow; Number of objects: 2; Object colors: pink, purple"
Live Things,Live Things scene showing 2 cats,"Background color: forest green; Number of objects: 2; Object colors: black, black"
Live Things,Live Things scene showing 1 dog,"Background color: navy blue; Number of objects: 1; Object colors: brown, green"
Live Things,Live Things scene showing 3 sparrows,"Background color: beige; Number of objects: 3; Object colors: black, white"
Live Things,Live Things scene showing 3 sharks,"Background color: sunset orange; Number of objects: 3; Object colors: yellow, yellow"
Live Things,Live Things scene showing 2 eagles,"Background color: beige; Number of objects: 2; Object colors: green, brown"
Live Things,Live Things scene showing 1 sparrow,"Background color: sky blue; Number of objects: 1; Object colors: purple, blue"
Live Things,Live Things scene showing 3 eagles,"Background color: sunset orange; Number of objects: 3; Object colors: red, yellow"
Live Things,Live Things scene showing 5 cats,"Background color: beige; Number of objects: 5; Object colors: purple, red"
Live Things,Live Things scene showing 4 eagles,"Background color: sky blue; Number of objects: 4; Object colors: gray, white"
Live Things,Live Things scene showing 5 lions,"Background color: midnight black; Number of objects: 5; Object colors: blue, purple"
Live Things,Live Things scene showing 4 tigers,"Background color: cloudy gray; Number of objects: 4; Object colors: gray, red"
Live Things,Live Things scene showing 2 sharks,"Background color: sunset orange; Number of objects: 2; Object colors: pink, black"
Live Things,Live Things scene showing 4 cats,"Background color: cloudy gray; Number of objects: 4; Object colors: blue, orange"
Live Things,Live Things scene showing 5 sharks,"Background color: light yellow; Number of objects: 5; Object colors: gray, brown"
Live Things,Live Things scene showing 1 dog,"Background color: midnight black; Number of objects: 1; Object colors: yellow, yellow"
Live Things,Live Things scene showing 2 fishs,"Background color: navy blue; Number of objects: 2; Object colors: black, orange"
Live Things,Live Things scene showing 2 cats,"Background color: beige; Number of objects: 2; Object colors: orange, white"
Live Things,Live Things scene showing 3 fishs,"Background color: light yellow; Number of objects: 3; Object colors: black, black"
Live Things,Live Things scene showing 5 lions,"Background color: midnight black; Number of objects: 5; Object colors: brown, brown"
Live Things,Live Things scene showing 1 tiger,"Background color: sky blue; Number of objects: 1; Object colors: gray, green"
Live Things,Live Things scene showing 4 lions,"Background color: light yellow; Number of objects: 4; Object colors: red, blue"
Live Things,Live Things scene showing 1 sparrow,"Background color: forest green; Number of objects: 1; Object colors: red, gray"
Live Things,Live Things scene showing 4 cats,"Background color: sunset orange; Number of objects: 4; Object colors: red, yellow"
Live Things,Live Things scene showing 2 eagles,"Background color: sunset orange; Number of objects: 2; Object colors: blue, green"
Live Things,Live Things scene showing 2 tigers,"Background color: sky blue; Number of objects: 2; Object colors: black, red"
Live Things,Live Things scene showing 5 cats,"Background color: cloudy gray; Number of objects: 5; Object colors: black, white"
Live Things,Live Things scene showing 1 fish,"Background color: midnight black; Number of objects: 1; Object colors: brown, blue"
Live Things,Live Things scene showing 1 sparrow,"Background color: navy blue; Number of objects: 1; Object colors: yellow, yellow"
Live Things,Live Things scene showing 5 eagles,"Background color: sky blue; Number of objects: 5; Object colors: pink, yellow"
Live Things,Live Things scene showing 1 sparrow,"Background color: sky blue; Number of objects: 1; Object colors: green, pink"
Live Things,Live Things scene showing 4 cats,"Background color: sky blue; Number of objects: 4; Object colors: gray, white"
Live Things,Live Things scene showing 5 eagles,"Background color: sunset orange; Number of objects: 5; Object colors: orange, gray"
Live Things,Live Things scene showing 3 sparrows,"Background color: midnight black; Number of objects: 3; Object colors: orange, pink"
Live Things,Live Things scene showing 2 lions,"Background color: sky blue; Number of objects: 2; Object colors: blue, brown"
Live Things,Live Things scene showing 3 dogs,"Background color: midnight black; Number of objects: 3; Object colors: white, yellow"
Live Things,Live Things scene showing 3 fishs,"Background color: light yellow; Number of objects: 3; Object colors: purple, gray"
Live Things,Live Things scene showing 3 deers,"Background color: beige; Number of objects: 3; Object colors: purple, gray"
Live Things,Live Things scene showing 3 eagles,"Background color: beige; Number of objects: 3; Object colors: blue, brown"
Live Things,Live Things scene showing 1 sparrow,"Background color: navy blue; Number of objects: 1; Object colors: gray, yellow"
Live Things,Live Things scene showing 2 tigers,"Background color: sky blue; Number of objects: 2; Object colors: green, orange"
Live Things,Live Things scene showing 2 deers,"Background color: light yellow; Number of objects: 2; Object colors: pink, purple"
Live Things,Live Things scene showing 4 sparrows,"Background color: beige; Number of objects: 4; Object colors: red, purple"
Live Things,Live Things scene showing 2 tigers,"Background color: cloudy gray; Number of objects: 2; Object colors: yellow, green"
Live Things,Live Things scene showing 2 tigers,"Background color: forest green; Number of objects: 2; Object colors: green, orange"
Live Things,Live Things scene showing 2 sharks,"Background color: midnight black; Number of objects: 2; Object colors: red, white"
Live Things,Live Things scene showing 2 fishs,"Background color: light yellow; Number of objects: 2; Object colors: yellow, green"
Live Things,Live Things scene showing 3 eagles,"Background color: midnight black; Number of objects: 3; Object colors: red, green"
